pageid,title,wikitext,anlam,parcalar,yeni_parcalar,degisti_mi,muhtemel aynılar
230424,Allah bilir ama kul da sezer,#ERROR!,"#Bir işin içyüzünü, ya da nasıl bir sonuç vereceğini ancak Tanrı bilir. Ama insan da kafasınıkullanarak aşağı yukarı bir tahminde bulunabilir. ","bir, işin, iş, içyüzünü, içyüz, bir, sonuç, vereceğini, verecek, ancak, tanrı, bilir, insan, kafasınıkullanarak, aşağı, yukarı, bir, tahminde, tahmin, bulunabilir","bir, işin, iş, içyüzünü, içyüz, bir, sonuç, vereceğini, verecek, ancak, tanrı, bilir, insan, kafasını, kullanarak, aşağı, yukarı, bir, tahminde, tahmin, bulunabilir",1,
230425,Allah dağına göre kar verir,#ERROR!,"# Allah herkese dayanabileceği ölçüde yük, sıkıntı verir. ","allah, herkese, herkes, dayanabileceği, dayanmak, ölçüde, ölçü, yük, sıkıntı, verir","allah, herkese, herkes, dayanabileceği, dayanabilmek, ölçüde, ölçü, yük, sıkıntı, verir",1,
230426,Allah doğrunun yardımcısıdır,#ERROR!,# Doğruluktan ayrılmayanlara Allah yardım eder. Doğruluktan şaşmamalıdır.,"doğruluktan, doğru, ayrılmayanlara, ayrılmak, allah, yardım, eder, doğruluktan, doğru, şaşmamalıdır, şaşmak","doğruluktan, doğru, ayrılmayanlara, ayrılmak, allah, yardım, eder, doğruluktan, doğru, şaşmamalıdır, şaşmak",0,"('Hak doğrunun yardımcısıdır', 89, 181579)"
230427,Allah dokuzda verdiğini sekizde almaz,#ERROR!,"# Allah, her kulunun ne kadar yaşayacağını önceden kararlaştırmıştır. Süresi dolmadan hiç kimsenin yaşamasına son vermez. ","allah, kulunun, kulun, kadar, yaşayacağını, önceden, kararlaştırmıştır, karar, süresi, süre, dolmadan, dolma, kimsenin, kimse, yaşamasına, yaşamak, son, vermez, vermek","allah, kulunun, kul, kadar, yaşayacağını, önceden, kararlaştırmıştır, karar, süresi, süre, dolmadan, dolmak, kimsenin, kimse, yaşamasına, yaşamak, son, vermez, vermek",1,
230428,"Allah fukarayı sevindirmek isterse önce eşeğini yitirtir, sonra buldurur",#ERROR!,"# Dar bir geçim içinde olan kişi, sevincin ne olduğunu bilmez. Ama bir süre bu dar geçimdende yoksun kalıp sonra yeniden eski geçime kavuşsa o zaman sevincin nasıl şey olduğunu anlar. ","dar, bir, geçim, içinde, olan, o, kişi, sevincin, sevinç, olduğunu, olmak, bilmez, bilmek, bir, süre, dar, geçimdende, yoksun, yoksunmak, kalıp, sonra, yeniden, eski, eskimek, geçime, geçim, kavuşsa, kavuşmak, zaman, sevincin, sevinç, olduğunu, olmak, anlar, an","dar, bir, geçim, içinde, olan, kişi, sevincin, sevinç, olduğunu, olmak, bilmez, bilmek, bir, süre, dar, geçimdende, yoksun, kalıp, sonra, yeniden, eski, geçime, geçim, kavuşsa, kavuşmak, zaman, sevincin, sevinç, olduğunu, olmak, anlar, anlamak",1,
230429,Allah gümüş kapıyı kaparsa altın kapıyı açar,#ERROR!,# İşi bozulan kişi umutsuzluğa düşmemelidir. Tanrı'nın onu eskisinden daha iyi bir işe kavuşturacağına inanmalıdır.,"i, şi, bozulan, bozulmak, kişi, umutsuzluğa, umut, düşmemelidir, düşmek, tanrı, nın, onu, on, eskisinden, eski, iyi, bir, işe, işemek, kavuşturacağına, kavuşmak, inanmalıdır, inanmak","işi, bozulan, bozulmak, kişi, umutsuzluğa, umut, düşmemelidir, düşmek, tanrı, nın, onu, eskisinden, eski, iyi, bir, işe, iş, kavuşturacağına, kavuşturmak, inanmalıdır, inanmak",1,
230430,"Allah isterse bir kulun işini, mermere geçirir dişini; istemezse işini, muhallebi yerken kırar dişini",#ERROR!,"# Talihli kişi, hangi işe el atsa başarılı olur. Talihsiz olan da en umutlu işten zararlı çıkar. ","talihli, talih, kişi, hangi, işe, işemek, el, atsa, at, başarılı, başarı, olur, talihsiz, talih, olan, o, umutlu, umut, işten, iş, zararlı, zarar, çıkar","talihli, talih, kişi, hangi, işe, iş, el, atsa, atmak, başarılı, başarı, olur, talihsiz, talih, olan, umutlu, umut, işten, iş, zararlı, zarar, çıkar",1,
230431,"Allah kardeşi kardeş yaratmış, kesesini ayrı yaratmış",#ERROR!,"# Geçim konusunda kimse kimseye yük olmamalıdır. Birbirlerine o kadar yakın ve birçok değerlerinde ortak olan kardeşlerin bile kazançları, keseleri ayrıdır. Birinin parasına öteki ortak olmaya kalkışmamalıdır. ","geçim, konusunda, konu, kimse, kimseye, kimse, yük, olmamalıdır, olmak, birbirlerine, birbiri, kadar, yakın, birçok, değerlerinde, değer, ortak, olan, o, kardeşlerin, kardeş, bile, kazançları, kazanç, keseleri, kese, ayrıdır, ayrı, birinin, biri, parasına, para, öteki, ortak, olmaya, olmak, kalkışmamalıdır, kalkışmak","geçim, konusunda, konu, kimse, kimseye, kimse, yük, olmamalıdır, olmamak, birbirlerine, birbiri, kadar, yakın, birçok, değerlerinde, değer, ortak, olan, kardeşlerin, kardeş, bile, kazançları, kazanç, keseleri, kese, ayrıdır, ayrı, birinin, biri, parasına, para, öteki, ortak, olmaya, olmak, kalkışmamalıdır, kalkışmak",1,
230432,Allah kulundan geçmez,#ERROR!,# İşi bozuk giden kişi kendisini kötümserliğe kaptırmamalıdır. Allah dar zamanlarında kuluna yardım eder.,"i, şi, bozuk, giden, gide, kişi, kendisini, kendi, kötümserliğe, kötümser, kaptırmamalıdır, kapmak, allah, dar, zamanlarında, zaman, kuluna, kulun, yardım, eder","işi, bozuk, giden, gitmek, kişi, kendisini, kendi, kötümserliğe, kötümser, kaptırmamalıdır, kaptırmak, allah, dar, zamanlarında, zaman, kuluna, kul, yardım, eder",1,
230433,Allah kulunu kısmeti ile yaratır,#ERROR!,# Bu dünyada herkesin dar ya da geniş bir geçim yolu vardır.,"dünyada, herkesin, herkes, dar, geniş, bir, geçim, yolu, yol, vardır, varmak","dünyada, herkesin, herkes, dar, geniş, bir, geçim, yolu, yol, vardır, var",1,
230434,Allah sağ eli sol ele muhtaç etmesin,#ERROR!,"# Muhtaç olup başkasından bir şey istemek insana çok ağır gelir. Bu durumda en yakın akraba bile gereken ilgiyi göstermez. Onun için Tanrı'dan dileğimiz, bizi en yakınımıza dahi muhtaçetmemesidir. ","muhtaç, olup, başkasından, başka, bir, istemek, insana, insan, ağır, gelir, durumda, durum, yakın, akraba, bile, gereken, ilgiyi, i̇lgi, göstermez, göstermek, onun, onmak, tanrı, dan, dileğimiz, dilek, bizi, biz, yakınımıza, yakın, dahi, muhtaçetmemesidir","muhtaç, olup, başkasından, başka, bir, istemek, insana, insan, ağır, gelir, durumda, durum, yakın, akraba, bile, gereken, ilgiyi, i̇lgi, göstermez, göstermek, onun, tanrı, dan, dileğimiz, dilek, bizi, biz, yakınımıza, yakın, dahi, muhtaç, etmemesidir",1,
230435,Allah sevdiğine dert verir,#ERROR!,"# Yaradan, derdin kendisinden geldiğine inanarak yakınmayanları, onu çekenleri mükafatlandıracaktır. Bu nedenle sevdiğine dert verir. ","yaradan, derdin, dert, kendisinden, kendi, geldiğine, gelmek, inanarak, yakınmayanları, yakınmak, onu, on, çekenleri, mükafatlandıracaktır, mükâfat, nedenle, neden, sevdiğine, sevmek, dert, verir","yaradan, derdin, dert, kendisinden, kendi, geldiğine, gelmek, inanarak, yakınmayanları, yakınmak, onu, çekenleri, mükafatlandıracaktır, mükâfat, nedenle, neden, sevdiğine, sevmek, dert, verir",1,
230436,Allah son gürlüğü versin,#ERROR!,"# Allah, yaşlılık yıllarını bolluk, rahatlık içinde geçirmeyi nasip etsin. ","allah, yaşlılık, yaş, yıllarını, yıl, bolluk, rahatlık, rahat, içinde, geçirmeyi, geçirmek, nasip, etsin, etmek","allah, yaşlılık, yaş, yıllarını, yıl, bolluk, rahatlık, rahat, içinde, geçirmeyi, geçirmek, nasip, etsin, etmek",0,
230437,Allah uçamayan kuşa alçacık dal verir,#ERROR!,"# Allah, yetenekleri kısıtlı olanlara durumlarına uygun bir yaşama düzeni, bir barınma olanağıverir. ","allah, yetenekleri, yetenek, kısıtlı, kısıt, olanlara, durumlarına, durum, uygun, bir, yaşama, yaşam, düzeni, düzen, bir, barınma, barınmak, olanağıverir","allah, yetenekleri, yetenek, kısıtlı, kısıt, olanlara, durumlarına, durum, uygun, bir, yaşama, yaşam, düzeni, düzen, bir, barınma, barınmak, olanağı, verir",1,
230438,"Allah verince kimin oğlu, kimin kızı demez",#ERROR!,"# Üne, zenginliğe, tanınmış ya da zengin bir ailenin çocuğu olmakla erişilmez. Tanrı dilersehiç tanınmayan, yoksul bir aile çocuğunu da üne, zenginliğe kavuşturur. ","üne, ün, zenginliğe, zengin, tanınmış, zengin, bir, ailenin, aile, çocuğu, çocuk, olmakla, olmak, erişilmez, tanrı, dilersehiç, tanınmayan, tanımak, yoksul, bir, aile, çocuğunu, çocuk, üne, ün, zenginliğe, zengin, kavuşturur, kavuşmak","üne, ün, zenginliğe, zengin, tanınmış, zengin, bir, ailenin, aile, çocuğu, çocuk, olmakla, olmak, erişilmez, tanrı, dilerse, hiç, tanınmayan, tanınmak, yoksul, bir, aile, çocuğunu, çocuk, üne, ün, zenginliğe, zengin, kavuşturur, kavuşturmak",1,
230439,"Allah verirse el getirir, sel getirir, yel getirir",#ERROR!,# Tanrı bir kimseyi zengin etmeyi dilerse ona hiç umulmadık yerlerden para ve mal gelir.,"tanrı, bir, kimseyi, kimse, zengin, etmeyi, etmek, dilerse, dilemek, ona, onamak, umulmadık, ummak, yerlerden, yer, para, mal, gelir","tanrı, bir, kimseyi, kimse, zengin, etmeyi, etmek, dilerse, dilemek, ona, umulmadık, ummak, yerlerden, yer, para, mal, gelir",1,
230420,Allah'ın bildiği kuldan saklanamaz,#ERROR!,"# İnsan, işlediği suçtan dolayı önce Tanrı'ya karşı sorumludur. Bu suçu da Tanrı bilir. Öyle ise, onu kuldan niçin saklamalı? ","i, nsan, işlediği, işlemek, suçtan, suç, dolayı, önce, tanrı, karşı, sorumludur, sorumlu, suçu, suç, tanrı, bilir, öyle, onu, on, kuldan, kul, saklamalı, saklamak","insan, işlediği, işlemek, suçtan, suç, dolayı, önce, tanrı, karşı, sorumludur, sorumlu, suçu, suç, tanrı, bilir, öyle, onu, kuldan, kul, saklamalı, saklamak",1,
230421,Allah'ın ondurmadığını peygamber sopa ile kovar,#ERROR!,# Tanrı bir kişiyi kısmetsiz yaratmışsa hiçbir kimse onun yazgısını değiştiremez. Başvurduğu bütün kapılar yüzüne kapatılır.,"tanrı, bir, kişiyi, kişi, kısmetsiz, kısmet, yaratmışsa, yaratmak, hiçbir, kimse, onun, onmak, yazgısını, yazgı, değiştiremez, değişmek, başvurduğu, başvurmak, bütün, kapılar, kapı, yüzüne, yüz, kapatılır, kapatmak","tanrı, bir, kişiyi, kişi, kısmetsiz, kısmet, yaratmışsa, yaratmak, hiçbir, kimse, onun, yazgısını, yazgı, değiştiremez, değiştimek, başvurduğu, başvurmak, bütün, kapılar, kapı, yüzüne, yüz, kapatılır, kapatmak",1,
230422,Allah'tan umut kesilmez,#ERROR!,"# En umutsuz durumlarda bile kötümserliğe kapılmamalı, Allah'ın bir lütufta bulunabileceği düşünülmelidir. ","umutsuz, umut, durumlarda, durum, bile, kötümserliğe, kötümser, kapılmamalı, kapılmak, allah, ın, in, bir, lütufta, lütuf, bulunabileceği, düşünülmelidir","umutsuz, umut, durumlarda, durum, bile, kötümserliğe, kötümser, kapılmamalı, kapılmak, allah, ın, bir, lütufta, lütuf, bulunabileceği, düşünülmelidir",1,"(""Allah'tan ümit kesilmez"", 91, 533239)"
533239,Allah'tan ümit kesilmez,#ERROR!,"# En ümitsiz hâllerde bile bedbinliğe kapılmamalı, Allah'ın bir lütufta bulunabileceği düşünülmelidir. ","ümitsiz, ümit, hâllerde, hâl, bile, bedbinliğe, bedbin, kapılmamalı, kapılmak, allah, ın, in, bir, lütufta, lütuf, bulunabileceği, düşünülmelidir","ümitsiz, ümit, hâllerde, hâl, bile, bedbinliğe, bedbin, kapılmamalı, kapılmak, allah, ın, bir, lütufta, lütuf, bulunabileceği, düşünülmelidir",1,
230419,"Allı yelek, pullu yelek; gömlek yok canfes neye gerek?",#ERROR!,# En gerekli nesneleri bulunmayan kişinin süs püs peşinde olması budalalıktır.,"gerekli, nesneleri, nesne, bulunmayan, bulunmak, kişinin, kişi, süs, süsmek, püs, peşinde, olması, olmak, budalalıktır, budala","gerekli, nesneleri, nesne, bulunmayan, bulunmak, kişinin, kişi, süs, püs, peşinde, olması, olmak, budalalıktır, budala",1,
230443,"Alma alı, sat yağızı, bin doruya, besle kırı",#ERROR!,# Biniciler al ve yağız renkli atları tutmazlar. Doru ve kır donlu atları makbul sayarlar. Atınıona göre seç.,"biniciler, bini, al, almak, yağız, renkli, renk, atları, at, tutmazlar, tutmak, doru, kır, kırmak, donlu, don, atları, at, makbul, sayarlar, sayar, atınıona, göre, seç, seçmek","biniciler, binici, al, yağız, renkli, renk, atları, at, tutmazlar, tutmak, doru, kır, donlu, don, atları, at, makbul, sayarlar, saymak, atını, ona, göre, seç, seçmek",1,
230442,"Alma alı, satma kırı, ille doru, ille doru; yağızın da binde biri",#ERROR!,# At donları içinde en beğenileni doru renktir. Kır fena sayılmaz. Ama al renk beğenilmez.,"at, donları, don, içinde, beğenileni, beğenmek, doru, renktir, renk, kır, kırmak, fena, sayılmaz, al, almak, renk, beğenilmez, beğenmek","at, donları, don, içinde, beğenileni, beğenmek, doru, renktir, renk, kır, fena, sayılmaz, al, renk, beğenilmez, beğenmek",1,
230444,"Alma mazlumun ahını, çıkar aheste aheste",#ERROR!,# Kimseye zulmedip ahını alma. Sonra yaptığın kötülüğün cezasını ömrün boyunca çekersin.,"kimseye, kimse, zulmedip, zulmetmek, ahını, ah, alma, almak, sonra, yaptığın, yapmak, kötülüğün, kötülük, cezasını, ceza, ömrün, ömür, boyunca, çekersin, çeker","kimseye, kimse, zulmedip, zulmetmek, ahını, ah, alma, almak, sonra, yaptığın, yapmak, kötülüğün, kötülük, cezasını, ceza, ömrün, ömür, boyunca, çekersin, çeker",0,
230445,"Alma sarı, satma sarı, kapındaysa tutma sarı",#ERROR!,"# Sarı donlu at ne beslemeli, ne de alıp satmalıdır. ","sarı, donlu, don, at, beslemeli, besleme, alıp, satmalıdır, satmak","sarı, donlu, don, at, beslemeli, beslemek, alıp, satmalıdır, satmak",1,
230446,"Alma soysuzun kızını, sürer anası izini",#ERROR!,"# Terbiyesi kıt ailenin kızı da eğitimi kıt, görgüsüz olarak yetişir. ","terbiyesi, terbiye, kıt, ailenin, aile, kızı, kız, eğitimi, eğitim, kıt, görgüsüz, görgü, olarak, yetişir","terbiyesi, terbiye, kıt, ailenin, aile, kızı, kız, eğitimi, eğitim, kıt, görgüsüz, görgü, olarak, yetişir",0,
230441,"Almadan vermek, Allah'a mahsus",#ERROR!,"# Tükenmez hazinesi bulunan, bir şey almaya ihtiyacı olmadan verebilen tek varlık, Tanrı'dır.İnsan bir şey kazanmamışsa, başkasından bir şey almamışsa neyi verebilir? ","tükenmez, hazinesi, hazine, bulunan, bir, almaya, almak, ihtiyacı, ihtiyaç, olmadan, olmak, verebilen, tek, varlık, tanrı, dır, i, nsan, bir, kazanmamışsa, kazanmak, başkasından, başka, bir, almamışsa, almak, neyi, ney, verebilir","tükenmez, hazinesi, hazine, bulunan, bir, almaya, almak, ihtiyacı, ihtiyaç, olmadan, olmak, verebilen, tek, varlık, tanrı, dır, insan, bir, kazanmamışsa, kazanmak, başkasından, başka, bir, almamışsa, almak, neyi, ney, verebilir",1,
230440,Almadığın hayvanı kuyruğundan tutma,#ERROR!,"# Almayacağın bir şeye, işinde çalıştırmayacağın kimseye, alacakmışsın, çalıştıracakmışsın gibi yakın ilgi gösterme, umut verme. ","almayacağın, almak, bir, şeye, şey, işinde, iş, çalıştırmayacağın, çalışmak, kimseye, kimse, alacakmışsın, çalıştıracakmışsın, çalışmak, yakın, ilgi, i̇lgi, gösterme, göstermek, umut, verme, vermek","almayacağın, almak, bir, şeye, şey, işinde, iş, çalıştırmayacağın, çalıştırmak, kimseye, kimse, alacakmışsın, çalıştıracakmışsın, çalıştırmak, yakın, ilgi, i̇lgi, gösterme, göstermek, umut, verme, vermek",1,
230447,Alna yazılan başa gelir,#ERROR!,# Kişi kaderi ne ise onu görür.,"kişi, kaderi, kader, onu, on, görür","kişi, kaderi, kader, onu, görür",1,
295583,"Alp çerigde, bilge tirikde",#ERROR!,"# Alp ve yiğit kişiler duruşlarını ordu içinde bozmazlar, bilge kişiler ise toplantı ve derneklerde bilgelikleri ile fark edilirler. ","alp, yiğit, kişiler, kişi, duruşlarını, ordu, içinde, bozmazlar, bozmak, bilge, kişiler, kişi, toplantı, derneklerde, dernek, bilgelikleri, bilge, fark, edilirler","alp, yiğit, kişiler, kişi, duruşlarını, ordu, içinde, bozmazlar, bozmak, bilge, kişiler, kişi, toplantı, derneklerde, dernek, bilgelikleri, bilge, fark, edilirler",0,
295585,"Alp yağıda, alçak çoğuda",#ERROR!,# Alp ve yiğit kişiler duruşlarını düşman karşısında bozmazlar ama alçak kişiler savaş yüzü gördüğünde davranışları hemen değişir.,"alp, yiğit, kişiler, kişi, duruşlarını, düşman, karşısında, karşı, bozmazlar, bozmak, alçak, kişiler, kişi, savaş, yüzü, yüz, gördüğünde, görmek, davranışları, davranış, hemen, değişir, değişmek","alp, yiğit, kişiler, kişi, duruşlarını, düşman, karşısında, karşı, bozmazlar, bozmak, alçak, kişiler, kişi, savaş, yüzü, yüz, gördüğünde, görmek, davranışları, davranış, hemen, değişir, değişmek",0,
230459,Alt değirmen güçlü akar,#ERROR!,# Kaynakları eski ve bol olan kuruluşlar sağlam ve verimli olur.,"kaynakları, kaynak, eski, eskimek, bol, olan, o, kuruluşlar, kuruluş, sağlam, verimli, verim, olur","kaynakları, kaynak, eski, bol, olan, kuruluşlar, kuruluş, sağlam, verimli, verim, olur",1,
230458,"Altı olur, yedi olur, hep Allah'ın dediği olur",#ERROR!,"# Biz önce ne hesaplar yaparsak yapalım, sonunda Tanrı'nın dilediği olur. ","önce, hesaplar, hesaplamak, yaparsak, yapalım, sonunda, tanrı, nın, dilediği, dilemek, olur","önce, hesaplar, hesaplamak, yaparsak, yapalım, sonunda, tanrı, nın, dilediği, dilemek, olur",0,
230449,Altın anahtar her kapıyı açar,#ERROR!,,,,0,
230450,"Altın ateşte, insan mihnette belli olur",#ERROR!,"# Altına benzeyen maddenin altın olup olmadığı, nasıl ateşe dayanıklılık derecesi ile anlaşılırsa bir kişinin değeri de sıkıntılara katlanma, zorlukları yenme ve benliğini koruma gücü ile ölçülür. ","altına, altın, benzeyen, maddenin, madde, altın, olup, olmadığı, olmak, ateşe, ateş, dayanıklılık, dayanıklı, derecesi, derece, anlaşılırsa, an, bir, kişinin, kişi, değeri, değer, sıkıntılara, sıkıntı, katlanma, katlanmak, zorlukları, zor, yenme, yenmek, benliğini, benlik, koruma, korumak, gücü, güç, ölçülür, ölçmek","altına, altın, benzeyen, maddenin, madde, altın, olup, olmadığı, olmak, ateşe, ateş, dayanıklılık, dayanıklı, derecesi, derece, anlaşılırsa, anlaşılmak, bir, kişinin, kişi, değeri, değer, sıkıntılara, sıkıntı, katlanma, katlanmak, zorlukları, zorluk, yenme, yenmek, benliğini, benlik, koruma, korumak, gücü, güç, ölçülür, ölçmek",1,
230452,Altın eli bıçak kesmez,#ERROR!,"# Hünerli kişiye yaşama güçlükleri etki yapamaz. O, sarsılmadan işini sürdürür. ","hünerli, hüner, kişiye, kişi, yaşama, yaşam, güçlükleri, güçlük, etki, etkimek, yapamaz, sarsılmadan, sarsılmak, işini, iş, sürdürür, sürmek","hünerli, hüner, kişiye, kişi, yaşama, yaşam, güçlükleri, güçlük, etki, yapamaz, sarsılmadan, sarsılmak, işini, iş, sürdürür, sürdürmek",1,
230451,"Altın eşik, gümüş eşiğe muhtaç olur",#ERROR!,,,,0,
230453,Altın kepeğe muhtaç,#ERROR!,"# Yüksek düzeyde olan her şey, önemsiz görünen nesnelerle değer kazanır. Kepekle ovulmasa altın parlamaz. Bunun gibi, zengin yoksula, usta çırağa... gereksinim duyar. ","yüksek, düzeyde, düzey, olan, o, önemsiz, önem, görünen, nesnelerle, nesne, değer, kazanır, kepekle, ovulmasa, ovmak, altın, parlamaz, parlamak, bunun, bun, zengin, yoksula, usta, çırağa, çırağ, gereksinim, duyar","yüksek, düzeyde, düzey, olan, önemsiz, önem, görünen, nesnelerle, nesne, değer, kazanır, kepekle, ovulmasa, ovmak, altın, parlamaz, parlamak, bunun, zengin, yoksula, usta, çırağa, çırak, gereksinim, duyar",1,
230454,Altın leğenin kan kusana ne faydası var?,#ERROR!,"# Ağır hasta, ya da dertli olan kimse, zengin olmuş neye yarar? ","ağır, hasta, dertli, dert, olan, o, kimse, zengin, olmuş, olmak, neye, ney, yarar","ağır, hasta, dertli, dert, olan, kimse, zengin, olmuş, olmak, neye, ney, yarar",1,
230455,Altın pas tutmaz,#ERROR!,"# Şerefli, temiz insana, hiç kimse leke süremez. ","şerefli, şeref, temiz, insana, insan, kimse, leke, süremez","şerefli, şeref, temiz, insana, insan, kimse, leke, süremez",0,
230456,"Altın yerde paslanmaz, taş yağmurdan ıslanmaz",#ERROR!,"# Ne türlü uygunsuz koşullar içinde bulunursa bulunsun değerini, niteliğini yitirmez. ","türlü, uygunsuz, uygun, koşullar, koşullamak, içinde, bulunursa, bulunsun, bulunmak, değerini, değer, niteliğini, nitelik, yitirmez, yitirmek","türlü, uygunsuz, uygun, koşullar, koşul, içinde, bulunursa, bulunsun, bulunmak, değerini, değer, niteliğini, nitelik, yitirmez, yitirmek",1,
230457,Altın yere düşmekle pul olmaz,#ERROR!,"# Değerli kişinin, bulunduğu yüksek yerden uzaklaştırılmasıyla değeri azalmaz. ","değerli, kişinin, kişi, bulunduğu, bulunmak, yüksek, yerden, yer, uzaklaştırılmasıyla, uzaklaşmak, değeri, değer, azalmaz, azalmak","değerli, kişinin, kişi, bulunduğu, bulunmak, yüksek, yerden, yer, uzaklaştırılmasıyla, uzaklaştırmak, değeri, değer, azalmaz, azalmak",1,
230448,Altının kıymetini sarraf bilir,#ERROR!,"# Bir kimsenin, bir şeyin değerini, ancak bu konularda uzmanlığı bulunanlar bilir. ","bir, kimsenin, kimse, bir, şeyin, şey, değerini, değer, ancak, konularda, konu, uzmanlığı, uzman, bulunanlar, bilir","bir, kimsenin, kimse, bir, şeyin, şey, değerini, değer, ancak, konularda, konu, uzmanlığı, uzman, bulunanlar, bilir",0,
453521,"Aman dayı ölüyorum, valla yeğen sen bilirsin",#ERROR!,#,,,0,
230467,Aman diyene kılıç kalkmaz,#ERROR!,"# Kişi, mertliğine sığınıp teslim olan düşmanın canına kıymamalıdır. ","kişi, mertliğine, mert, sığınıp, sığınmak, teslim, olan, o, düşmanın, düşman, canına, can, kıymamalıdır, kıymak","kişi, mertliğine, mert, sığınıp, sığınmak, teslim, olan, düşmanın, düşman, canına, can, kıymamalıdır, kıymak",1,
230469,Amca baba yarısı,#ERROR!,"# Amca, kardeşinin çocuğuna kendi çocuğu gibi ilgi gösterir. Çocuk da amcasına, babasına karşı beslediği duygularla bağlı olur. ","amca, kardeşinin, kardeş, çocuğuna, çocuk, kendi, çocuğu, çocuk, ilgi, i̇lgi, gösterir, çocuk, amcasına, amca, babasına, baba, karşı, beslediği, beslemek, duygularla, duygu, bağlı, bağ, olur","amca, kardeşinin, kardeş, çocuğuna, çocuk, kendi, çocuğu, çocuk, ilgi, gösterir, çocuk, amcasına, amca, babasına, baba, karşı, beslediği, beslemek, duygularla, duygu, bağlı, bağ, olur",1,
230468,Amcam dayım herkesten aldım payım,#ERROR!,# Kimseden yardım beklememeli. Kişiye en yakın akrabalarının bile yardım etmediğidenemelerle anlaşılmıştır.,"kimseden, kimse, yardım, beklememeli, beklemek, kişiye, kişi, yakın, akrabalarının, akraba, bile, yardım, etmediğidenemelerle, anlaşılmıştır, an","kimseden, kimse, yardım, beklememeli, beklemek, kişiye, kişi, yakın, akrabalarının, akraba, bile, yardım, etmediği, denemelerle, anlaşılmıştır, anlamak",1,
230491,"An beni bir kozla, o da çürük çıksın",#ERROR!,"# Arkadaşlar, tanıdıklar arasında armağan, beklenen bir şeydir. Armağan, bir kişinin hatırlandığını belirtmesi bakımından önemlidir; değeri de buradadır. Ne kadar küçük bir şey olursa olsun; isterse işe yaramasın. ","arkadaşlar, arkadaş, tanıdıklar, tanıdık, arasında, aras, armağan, beklenen, bek, bir, şeydir, şey, armağan, bir, kişinin, kişi, hatırlandığını, hatır, belirtmesi, belirtmek, bakımından, önemlidir, önem, değeri, değer, buradadır, bura, kadar, küçük, bir, olursa, olur, olsun, olmak, isterse, ister, işe, işemek, yaramasın, yaramak","arkadaşlar, arkadaş, tanıdıklar, tanıdık, arasında, ara, armağan, beklenen, beklemek, bir, şeydir, şey, armağan, bir, kişinin, kişi, hatırlandığını, hatırlanmak, belirtmesi, belirtmek, bakımından, önemlidir, önem, değeri, değer, buradadır, bura, kadar, küçük, bir, olursa, olmak, olsun, olmak, isterse, istemek, işe, iş, yaramasın, yaramak",1,
230483,"Ana besler hurmayla, eloğlu karşılar yarmayla",#ERROR!,"# Her anne, çocuğunu büyük bir şefkat ve özenle nazlı olarak yetiştirir. Çocuk topluma karışınca yaşamın ve çevresinin insafsızlıklarıyla karşılaşır. ","anne, çocuğunu, çocuk, büyük, bir, şefkat, özenle, özen, nazlı, naz, olarak, yetiştirir, yetişmek, çocuk, topluma, toplum, karışınca, karış, yaşamın, yaşam, çevresinin, çevre, insafsızlıklarıyla, insaf, karşılaşır, karşılaşmak","anne, çocuğunu, çocuk, büyük, bir, şefkat, özenle, özen, nazlı, naz, olarak, yetiştirir, yetiştirmek, çocuk, topluma, toplum, karışınca, karışmak, yaşamın, yaşam, çevresinin, çevre, insafsızlıklarıyla, insaf, karşılaşır, karşılaşmak",1,
230484,"Ana gezer, kız gezer; bu çeyizi kim düzer?",#ERROR!,"# Bir ailenin, bir kuruluşun yöneticileri ve yönetilenleri, yapılacak işlere boş verirlerse o işler kendiliğinden ortaya çıkar mı? ","bir, ailenin, aile, bir, kuruluşun, kuruluş, yöneticileri, yönetilenleri, yapılacak, işlere, iş, boş, verirlerse, işler, işlemek, kendiliğinden, ortaya, ortay, çıkar","bir, ailenin, aile, bir, kuruluşun, kuruluş, yöneticileri, yönetilenleri, yapılacak, işlere, iş, boş, verirlerse, işler, iş, kendiliğinden, ortaya, orta, çıkar",1,
230485,"Ana gibi yâr olmaz, Bağdat gibi diyar olmaz",#ERROR!,# İnsanlar içinde ana kadar bize candan bağlı dost yoktur. Nasıl ki şehirler içinde de Bağdat'ın eşi olmadığı gibi.,"i, nsanlar, içinde, ana, kadar, bize, candan, bağlı, bağ, dost, yoktur, yok, şehirler, şehir, içinde, bağdat, ın, in, eşi, eş, olmadığı, olmak","insanlar, içinde, ana, kadar, bize, candan, bağlı, bağ, dost, yoktur, yok, şehirler, şehir, içinde, bağdat, ın, eşi, eş, olmadığı, olmak",1,
230486,Ana hakkı Tanrı hakkı,#ERROR!,"# Evlatların analarına karşı olan yükümlülükleri, Tanrı'ya karşı olan yükümlülükleri kadar kutsaldır. ","evlatların, evlât, analarına, ana, karşı, olan, o, yükümlülükleri, yüküm, tanrı, karşı, olan, o, yükümlülükleri, yüküm, kadar, kutsaldır, kutsal","evlatların, evlât, analarına, ana, karşı, olan, yükümlülükleri, yüküm, tanrı, karşı, olan, yükümlülükleri, yüküm, kadar, kutsaldır, kutsal",1,"('Komşu hakkı, Tanrı hakkı', 80, 231588)"
